	acousticness	analysis_url	danceability	duration_ms	energy	track_id	instrumentalness	key	liveness	loudness	mode	speechiness	tempo	time_signature	track_href	type	uri	valence	playlist_name	playlist_id	user_id
63	0.00171	https://api.spotify.com/v1/audio-analysis/07Ugv4TA7PvQfoqetnmLrS	0.548	303013	0.865	07Ugv4TA7PvQfoqetnmLrS	0.000449	0	0.457	-5.325	1	0.0302	116.046	4	https://api.spotify.com/v1/tracks/07Ugv4TA7PvQfoqetnmLrS	audio_features	spotify:track:07Ugv4TA7PvQfoqetnmLrS	0.61	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
64	0.523	https://api.spotify.com/v1/audio-analysis/6kl1qtQXQsFiIWRBK24Cfp	0.848	255413	0.663	6kl1qtQXQsFiIWRBK24Cfp	0.0	8	0.108	-5.606	0	0.245	133.993	4	https://api.spotify.com/v1/tracks/6kl1qtQXQsFiIWRBK24Cfp	audio_features	spotify:track:6kl1qtQXQsFiIWRBK24Cfp	0.333	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
65	0.000189	https://api.spotify.com/v1/audio-analysis/4ztx0lpE5Vx3yg7FereOtS	0.5	203547	0.849	4ztx0lpE5Vx3yg7FereOtS	0.000994	1	0.123	-4.309	0	0.0332	121.003	4	https://api.spotify.com/v1/tracks/4ztx0lpE5Vx3yg7FereOtS	audio_features	spotify:track:4ztx0lpE5Vx3yg7FereOtS	0.407	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
66	0.621	https://api.spotify.com/v1/audio-analysis/3n8AnbWYvnpRSoRHGmpBv3	0.657	213958	0.49	3n8AnbWYvnpRSoRHGmpBv3	0.81	10	0.106	-12.27	1	0.0393	79.814	4	https://api.spotify.com/v1/tracks/3n8AnbWYvnpRSoRHGmpBv3	audio_features	spotify:track:3n8AnbWYvnpRSoRHGmpBv3	0.53	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
67	0.156	https://api.spotify.com/v1/audio-analysis/6SgQIoLn8kpu8J4wfwGWy8	0.635	309724	0.874	6SgQIoLn8kpu8J4wfwGWy8	0.0	4	0.245	-4.693	0	0.176	89.895	4	https://api.spotify.com/v1/tracks/6SgQIoLn8kpu8J4wfwGWy8	audio_features	spotify:track:6SgQIoLn8kpu8J4wfwGWy8	0.632	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
68	0.533	https://api.spotify.com/v1/audio-analysis/4OkGulUODMewtTU40LA2ox	0.72	151027	0.616	4OkGulUODMewtTU40LA2ox	0.00727	11	0.311	-8.211	1	0.0324	117.372	4	https://api.spotify.com/v1/tracks/4OkGulUODMewtTU40LA2ox	audio_features	spotify:track:4OkGulUODMewtTU40LA2ox	0.8	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
69	0.0106	https://api.spotify.com/v1/audio-analysis/0ewuTabc2l5RkQVLIJUiAY	0.443	257933	0.826	0ewuTabc2l5RkQVLIJUiAY	0.000195	0	0.103	-7.308	1	0.03	168.227	4	https://api.spotify.com/v1/tracks/0ewuTabc2l5RkQVLIJUiAY	audio_features	spotify:track:0ewuTabc2l5RkQVLIJUiAY	0.938	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
70	0.135	https://api.spotify.com/v1/audio-analysis/48LY9e7CmnQRt1baqNwQYl	0.384	254520	0.519	48LY9e7CmnQRt1baqNwQYl	5.56e-05	6	0.25	-5.366	0	0.027	108.208	4	https://api.spotify.com/v1/tracks/48LY9e7CmnQRt1baqNwQYl	audio_features	spotify:track:48LY9e7CmnQRt1baqNwQYl	0.373	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
71	0.147	https://api.spotify.com/v1/audio-analysis/5Jp0avXwxgYt75sjxQJxWw	0.659	213375	0.493	5Jp0avXwxgYt75sjxQJxWw	3.46e-06	4	0.114	-9.161	1	0.0357	92.989	4	https://api.spotify.com/v1/tracks/5Jp0avXwxgYt75sjxQJxWw	audio_features	spotify:track:5Jp0avXwxgYt75sjxQJxWw	0.497	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
72	0.13	https://api.spotify.com/v1/audio-analysis/2fXwCWkh6YG5zU1IyvQrbs	0.684	231253	0.683	2fXwCWkh6YG5zU1IyvQrbs	0.0	6	0.156	-7.366	1	0.177	112.856	4	https://api.spotify.com/v1/tracks/2fXwCWkh6YG5zU1IyvQrbs	audio_features	spotify:track:2fXwCWkh6YG5zU1IyvQrbs	0.406	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
73	0.00166	https://api.spotify.com/v1/audio-analysis/0163YUM6BGkHfbRQHQ7BxD	0.528	252157	0.892	0163YUM6BGkHfbRQHQ7BxD	0.268	5	0.363	-6.377	1	0.0631	104.845	4	https://api.spotify.com/v1/tracks/0163YUM6BGkHfbRQHQ7BxD	audio_features	spotify:track:0163YUM6BGkHfbRQHQ7BxD	0.335	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
74	0.717	https://api.spotify.com/v1/audio-analysis/2QS6I5bduBeBnGmJVXbPwe	0.877	176471	0.403	2QS6I5bduBeBnGmJVXbPwe	0.537	11	0.099	-9.331	0	0.0595	102.015	4	https://api.spotify.com/v1/tracks/2QS6I5bduBeBnGmJVXbPwe	audio_features	spotify:track:2QS6I5bduBeBnGmJVXbPwe	0.567	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
75	0.000224	https://api.spotify.com/v1/audio-analysis/6bEbOvzviHrQEYjpuEvgje	0.477	252200	0.578	6bEbOvzviHrQEYjpuEvgje	0.169	10	0.195	-7.965	1	0.0312	88.043	4	https://api.spotify.com/v1/tracks/6bEbOvzviHrQEYjpuEvgje	audio_features	spotify:track:6bEbOvzviHrQEYjpuEvgje	0.666	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
76	0.784	https://api.spotify.com/v1/audio-analysis/46A9pWfjyqmeiCZYsLcjiU	0.557	159080	0.539	46A9pWfjyqmeiCZYsLcjiU	0.855	2	0.0682	-12.981	1	0.0479	171.564	4	https://api.spotify.com/v1/tracks/46A9pWfjyqmeiCZYsLcjiU	audio_features	spotify:track:46A9pWfjyqmeiCZYsLcjiU	0.788	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
77	0.0154	https://api.spotify.com/v1/audio-analysis/32TKQVwtSGCHIqmbmaNdFj	0.606	195307	0.913	32TKQVwtSGCHIqmbmaNdFj	0.905	9	0.326	-7.865	1	0.0417	146.15	4	https://api.spotify.com/v1/tracks/32TKQVwtSGCHIqmbmaNdFj	audio_features	spotify:track:32TKQVwtSGCHIqmbmaNdFj	0.817	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
78	0.317	https://api.spotify.com/v1/audio-analysis/1rNacXiWVKt6ZAEBh1fCp5	0.784	221227	0.539	1rNacXiWVKt6ZAEBh1fCp5	0.377	11	0.0989	-7.676	0	0.0406	122.53	4	https://api.spotify.com/v1/tracks/1rNacXiWVKt6ZAEBh1fCp5	audio_features	spotify:track:1rNacXiWVKt6ZAEBh1fCp5	0.962	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
79	0.029	https://api.spotify.com/v1/audio-analysis/562iLHgRdylh3zWQQ4H789	0.697	393227	0.477	562iLHgRdylh3zWQQ4H789	0.288	0	0.0871	-11.381	1	0.088	160.027	4	https://api.spotify.com/v1/tracks/562iLHgRdylh3zWQQ4H789	audio_features	spotify:track:562iLHgRdylh3zWQQ4H789	0.803	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
80	0.0358	https://api.spotify.com/v1/audio-analysis/1F9WFVKQ0PT4EiZNoZQu2d	0.705	237742	0.529	1F9WFVKQ0PT4EiZNoZQu2d	0.00338	4	0.42	-6.585	1	0.029	110.207	4	https://api.spotify.com/v1/tracks/1F9WFVKQ0PT4EiZNoZQu2d	audio_features	spotify:track:1F9WFVKQ0PT4EiZNoZQu2d	0.931	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
81	0.000603	https://api.spotify.com/v1/audio-analysis/0RI1Rlwg4jh8C2EGwRXAvt	0.244	212907	0.89	0RI1Rlwg4jh8C2EGwRXAvt	0.661	4	0.308	-5.708	1	0.0691	177.059	4	https://api.spotify.com/v1/tracks/0RI1Rlwg4jh8C2EGwRXAvt	audio_features	spotify:track:0RI1Rlwg4jh8C2EGwRXAvt	0.236	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
82	0.585	https://api.spotify.com/v1/audio-analysis/3G22FtEHcA2JDc0MgqwhoP	0.291	193355	0.515	3G22FtEHcA2JDc0MgqwhoP	0.0873	11	0.52	-12.25	0	0.0654	160.606	5	https://api.spotify.com/v1/tracks/3G22FtEHcA2JDc0MgqwhoP	audio_features	spotify:track:3G22FtEHcA2JDc0MgqwhoP	0.399	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
83	0.218	https://api.spotify.com/v1/audio-analysis/0lY13wOj2vYbXsyjKTs7HW	0.3	194000	0.636	0lY13wOj2vYbXsyjKTs7HW	0.147	5	0.111	-8.086	1	0.0389	115.598	4	https://api.spotify.com/v1/tracks/0lY13wOj2vYbXsyjKTs7HW	audio_features	spotify:track:0lY13wOj2vYbXsyjKTs7HW	0.514	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
84	0.0214	https://api.spotify.com/v1/audio-analysis/25zjtAivp2cKIwteEKOnxx	0.474	181800	0.536	25zjtAivp2cKIwteEKOnxx	0.0	11	0.255	-6.749	0	0.0827	88.645	4	https://api.spotify.com/v1/tracks/25zjtAivp2cKIwteEKOnxx	audio_features	spotify:track:25zjtAivp2cKIwteEKOnxx	0.174	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
85	0.781	https://api.spotify.com/v1/audio-analysis/6Kh6SYc40yjPXXO70M44bJ	0.491	187667	0.501	6Kh6SYc40yjPXXO70M44bJ	8.53e-06	5	0.302	-8.508	1	0.0276	117.351	4	https://api.spotify.com/v1/tracks/6Kh6SYc40yjPXXO70M44bJ	audio_features	spotify:track:6Kh6SYc40yjPXXO70M44bJ	0.596	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
86	0.0409	https://api.spotify.com/v1/audio-analysis/5xEcPOO9gXqgWOLWoCWU6G	0.396	209253	0.524	5xEcPOO9gXqgWOLWoCWU6G	4.83e-05	4	0.106	-7.795	1	0.0297	152.972	4	https://api.spotify.com/v1/tracks/5xEcPOO9gXqgWOLWoCWU6G	audio_features	spotify:track:5xEcPOO9gXqgWOLWoCWU6G	0.932	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
87	0.261	https://api.spotify.com/v1/audio-analysis/2dvgsBxfwTNIGK5YUy4vfr	0.692	418064	0.708	2dvgsBxfwTNIGK5YUy4vfr	0.859	0	0.272	-8.55	1	0.0437	109.995	4	https://api.spotify.com/v1/tracks/2dvgsBxfwTNIGK5YUy4vfr	audio_features	spotify:track:2dvgsBxfwTNIGK5YUy4vfr	0.648	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
88	0.00928	https://api.spotify.com/v1/audio-analysis/7GDInW5mbMU7wEHwdQ17zY	0.583	190072	0.899	7GDInW5mbMU7wEHwdQ17zY	8.19e-05	4	0.156	-3.783	1	0.0501	140.935	4	https://api.spotify.com/v1/tracks/7GDInW5mbMU7wEHwdQ17zY	audio_features	spotify:track:7GDInW5mbMU7wEHwdQ17zY	0.617	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
89	0.365	https://api.spotify.com/v1/audio-analysis/7GEs5SiUJIMcbKBchWE14m	0.33	231088	0.534	7GEs5SiUJIMcbKBchWE14m	0.787	6	0.115	-8.127	1	0.0309	187.922	4	https://api.spotify.com/v1/tracks/7GEs5SiUJIMcbKBchWE14m	audio_features	spotify:track:7GEs5SiUJIMcbKBchWE14m	0.275	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
90	0.323	https://api.spotify.com/v1/audio-analysis/5j7UbGYtsmhIrYzdeyr3qF	0.804	149143	0.53	5j7UbGYtsmhIrYzdeyr3qF	0.0834	8	0.101	-11.326	0	0.0293	104.992	4	https://api.spotify.com/v1/tracks/5j7UbGYtsmhIrYzdeyr3qF	audio_features	spotify:track:5j7UbGYtsmhIrYzdeyr3qF	0.642	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
91	0.00503	https://api.spotify.com/v1/audio-analysis/4aKgJbBhn2A9CHHOMF97Ak	0.758	227740	0.435	4aKgJbBhn2A9CHHOMF97Ak	0.415	5	0.101	-10.927	1	0.03	107.12	4	https://api.spotify.com/v1/tracks/4aKgJbBhn2A9CHHOMF97Ak	audio_features	spotify:track:4aKgJbBhn2A9CHHOMF97Ak	0.793	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
92	0.503	https://api.spotify.com/v1/audio-analysis/77iRifbhkJGvGBBRNykUwN	0.651	197040	0.465	77iRifbhkJGvGBBRNykUwN	0.0455	4	0.495	-7.538	1	0.0328	107.75	4	https://api.spotify.com/v1/tracks/77iRifbhkJGvGBBRNykUwN	audio_features	spotify:track:77iRifbhkJGvGBBRNykUwN	0.585	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
93	0.769	https://api.spotify.com/v1/audio-analysis/2hhGE4ukKuNUsHAX9uqs0G	0.479	204387	0.329	2hhGE4ukKuNUsHAX9uqs0G	0.199	10	0.102	-12.219	1	0.0258	102.704	4	https://api.spotify.com/v1/tracks/2hhGE4ukKuNUsHAX9uqs0G	audio_features	spotify:track:2hhGE4ukKuNUsHAX9uqs0G	0.549	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
94	0.0271	https://api.spotify.com/v1/audio-analysis/1jDP5gOHZnJ5TyFhu2QfEK	0.647	206453	0.862	1jDP5gOHZnJ5TyFhu2QfEK	0.075	2	0.157	-6.118	0	0.0347	109.997	4	https://api.spotify.com/v1/tracks/1jDP5gOHZnJ5TyFhu2QfEK	audio_features	spotify:track:1jDP5gOHZnJ5TyFhu2QfEK	0.465	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
95	0.571	https://api.spotify.com/v1/audio-analysis/3cFqaY74NyS6rcitujSx2g	0.672	218627	0.655	3cFqaY74NyS6rcitujSx2g	0.0	6	0.188	-9.768	0	0.469	113.74	5	https://api.spotify.com/v1/tracks/3cFqaY74NyS6rcitujSx2g	audio_features	spotify:track:3cFqaY74NyS6rcitujSx2g	0.906	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
96	0.538	https://api.spotify.com/v1/audio-analysis/4qcC8bS10ZylWAZMofuVUn	0.203	232261	0.56	4qcC8bS10ZylWAZMofuVUn	0.0692	0	0.0815	-8.007	1	0.0376	119.294	4	https://api.spotify.com/v1/tracks/4qcC8bS10ZylWAZMofuVUn	audio_features	spotify:track:4qcC8bS10ZylWAZMofuVUn	0.153	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
97	0.00293	https://api.spotify.com/v1/audio-analysis/65jcoVSau5naAjNOJTirzY	0.61	191173	0.525	65jcoVSau5naAjNOJTirzY	0.683	2	0.11	-9.549	1	0.0534	128.803	4	https://api.spotify.com/v1/tracks/65jcoVSau5naAjNOJTirzY	audio_features	spotify:track:65jcoVSau5naAjNOJTirzY	0.934	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
98	0.149	https://api.spotify.com/v1/audio-analysis/7sO5G9EABYOXQKNPNiE9NR	0.88	172800	0.428	7sO5G9EABYOXQKNPNiE9NR	5.07e-05	9	0.114	-8.28	1	0.206	100.007	4	https://api.spotify.com/v1/tracks/7sO5G9EABYOXQKNPNiE9NR	audio_features	spotify:track:7sO5G9EABYOXQKNPNiE9NR	0.333	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
0	0.224	https://api.spotify.com/v1/audio-analysis/5WPVwig7Tl6NFJ5BL6ONhd	0.613	164986	0.688	5WPVwig7Tl6NFJ5BL6ONhd	7.75e-05	6	0.381	-6.297	1	0.0612	105.027	4	https://api.spotify.com/v1/tracks/5WPVwig7Tl6NFJ5BL6ONhd	audio_features	spotify:track:5WPVwig7Tl6NFJ5BL6ONhd	0.302	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
1	0.0955	https://api.spotify.com/v1/audio-analysis/6YDf6QV7QfCEo8O2dbWalK	0.417	189293	0.687	6YDf6QV7QfCEo8O2dbWalK	0.0278	7	0.0989	-6.484	1	0.0372	204.11	4	https://api.spotify.com/v1/tracks/6YDf6QV7QfCEo8O2dbWalK	audio_features	spotify:track:6YDf6QV7QfCEo8O2dbWalK	0.627	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
2	0.000359	https://api.spotify.com/v1/audio-analysis/31c9IHwCIONmUYW0jL7Riz	0.907	177604	0.591	31c9IHwCIONmUYW0jL7Riz	2.81e-05	1	0.0897	-7.507	0	0.105	149.992	4	https://api.spotify.com/v1/tracks/31c9IHwCIONmUYW0jL7Riz	audio_features	spotify:track:31c9IHwCIONmUYW0jL7Riz	0.418	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
3	0.247	https://api.spotify.com/v1/audio-analysis/7M7IOOxwJpr6Fwf3YQbBCB	0.784	190960	0.511	7M7IOOxwJpr6Fwf3YQbBCB	0.00047	0	0.126	-5.122	0	0.0534	145.003	4	https://api.spotify.com/v1/tracks/7M7IOOxwJpr6Fwf3YQbBCB	audio_features	spotify:track:7M7IOOxwJpr6Fwf3YQbBCB	0.592	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
4	6.32e-05	https://api.spotify.com/v1/audio-analysis/6akFUL3u8uWowz3A23AKQ2	0.214	246573	0.73	6akFUL3u8uWowz3A23AKQ2	0.286	4	0.363	-10.131	1	0.035	146.817	4	https://api.spotify.com/v1/tracks/6akFUL3u8uWowz3A23AKQ2	audio_features	spotify:track:6akFUL3u8uWowz3A23AKQ2	0.531	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
5	0.556	https://api.spotify.com/v1/audio-analysis/7wOdQjbWQtmjC6BCgUQHpc	0.313	222138	0.925	7wOdQjbWQtmjC6BCgUQHpc	0.935	9	0.103	-11.289	0	0.038	162.844	4	https://api.spotify.com/v1/tracks/7wOdQjbWQtmjC6BCgUQHpc	audio_features	spotify:track:7wOdQjbWQtmjC6BCgUQHpc	0.539	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
6	0.303	https://api.spotify.com/v1/audio-analysis/2wbtVwOEKGH6kvouV4tnSZ	0.652	252077	0.635	2wbtVwOEKGH6kvouV4tnSZ	0.00111	0	0.184	-7.362	1	0.0261	108.242	4	https://api.spotify.com/v1/tracks/2wbtVwOEKGH6kvouV4tnSZ	audio_features	spotify:track:2wbtVwOEKGH6kvouV4tnSZ	0.656	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
7	0.00478	https://api.spotify.com/v1/audio-analysis/7MuhYdUu3Tly3TBE70iWdm	0.587	252657	0.849	7MuhYdUu3Tly3TBE70iWdm	0.242	7	0.0361	-7.318	1	0.0361	135.955	4	https://api.spotify.com/v1/tracks/7MuhYdUu3Tly3TBE70iWdm	audio_features	spotify:track:7MuhYdUu3Tly3TBE70iWdm	0.472	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
8	0.471	https://api.spotify.com/v1/audio-analysis/1uk8RXRyN6X0eupbxEbxS8	0.437	155200	0.936	1uk8RXRyN6X0eupbxEbxS8	0.72	7	0.136	-4.071	1	0.0471	142.639	4	https://api.spotify.com/v1/tracks/1uk8RXRyN6X0eupbxEbxS8	audio_features	spotify:track:1uk8RXRyN6X0eupbxEbxS8	0.819	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
9	0.127	https://api.spotify.com/v1/audio-analysis/2dH6JDf5L4kQnDAtxBNeio	0.449	216907	0.511	2dH6JDf5L4kQnDAtxBNeio	0.00695	11	0.102	-6.741	1	0.0345	170.38	4	https://api.spotify.com/v1/tracks/2dH6JDf5L4kQnDAtxBNeio	audio_features	spotify:track:2dH6JDf5L4kQnDAtxBNeio	0.319	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
10	0.421	https://api.spotify.com/v1/audio-analysis/1tdmrgGO5H0zWRkNqT6UT4	0.747	160000	0.332	1tdmrgGO5H0zWRkNqT6UT4	0.00526	10	0.0704	-14.229	0	0.138	83.998	4	https://api.spotify.com/v1/tracks/1tdmrgGO5H0zWRkNqT6UT4	audio_features	spotify:track:1tdmrgGO5H0zWRkNqT6UT4	0.446	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
11	0.791	https://api.spotify.com/v1/audio-analysis/5MNthJmhGd0USHhwSDwsif	0.855	196845	0.455	5MNthJmhGd0USHhwSDwsif	0.00472	0	0.0966	-12.99	1	0.0588	108.996	4	https://api.spotify.com/v1/tracks/5MNthJmhGd0USHhwSDwsif	audio_features	spotify:track:5MNthJmhGd0USHhwSDwsif	0.715	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
12	0.0193	https://api.spotify.com/v1/audio-analysis/6S7GW2PnW9P6q8hB5Uvx5d	0.576	172920	0.765	6S7GW2PnW9P6q8hB5Uvx5d	0.000127	0	0.0885	-3.729	1	0.0305	122.034	4	https://api.spotify.com/v1/tracks/6S7GW2PnW9P6q8hB5Uvx5d	audio_features	spotify:track:6S7GW2PnW9P6q8hB5Uvx5d	0.405	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
13	0.495	https://api.spotify.com/v1/audio-analysis/4eSPWj7nO8tzQ3S8lFDdPe	0.558	91462	0.482	4eSPWj7nO8tzQ3S8lFDdPe	1.44e-05	8	0.111	-14.757	0	0.402	137.759	4	https://api.spotify.com/v1/tracks/4eSPWj7nO8tzQ3S8lFDdPe	audio_features	spotify:track:4eSPWj7nO8tzQ3S8lFDdPe	0.502	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
14	0.0216	https://api.spotify.com/v1/audio-analysis/5vSekidwmZF63TXK7t4Yv5	0.732	221800	0.856	5vSekidwmZF63TXK7t4Yv5	0.0	0	0.106	-4.293	0	0.035	95.011	4	https://api.spotify.com/v1/tracks/5vSekidwmZF63TXK7t4Yv5	audio_features	spotify:track:5vSekidwmZF63TXK7t4Yv5	0.712	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
15	0.514	https://api.spotify.com/v1/audio-analysis/3NzLIbvq342cvzDlDH33RV	0.65	176147	0.686	3NzLIbvq342cvzDlDH33RV	0.000188	4	0.138	-5.198	0	0.0314	124.023	4	https://api.spotify.com/v1/tracks/3NzLIbvq342cvzDlDH33RV	audio_features	spotify:track:3NzLIbvq342cvzDlDH33RV	0.497	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
16	0.00978	https://api.spotify.com/v1/audio-analysis/3z3o68h3NarFltKibiksxI	0.644	159504	0.534	3z3o68h3NarFltKibiksxI	0.00434	2	0.371	-10.241	1	0.0337	89.918	4	https://api.spotify.com/v1/tracks/3z3o68h3NarFltKibiksxI	audio_features	spotify:track:3z3o68h3NarFltKibiksxI	0.342	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
17	0.14	https://api.spotify.com/v1/audio-analysis/59bp6aEw3Ht5PoiZnmvvhd	0.184	239273	0.905	59bp6aEw3Ht5PoiZnmvvhd	0.898	11	0.212	-4.223	0	0.128	74.631	4	https://api.spotify.com/v1/tracks/59bp6aEw3Ht5PoiZnmvvhd	audio_features	spotify:track:59bp6aEw3Ht5PoiZnmvvhd	0.382	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
18	0.0888	https://api.spotify.com/v1/audio-analysis/3tfBsnXRJSiyfntd4cBiS0	0.344	239363	0.692	3tfBsnXRJSiyfntd4cBiS0	0.0354	4	0.0904	-3.818	1	0.0598	98.143	3	https://api.spotify.com/v1/tracks/3tfBsnXRJSiyfntd4cBiS0	audio_features	spotify:track:3tfBsnXRJSiyfntd4cBiS0	0.633	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
19	0.282	https://api.spotify.com/v1/audio-analysis/4NBCie54t8dzKQnVcZF8Lt	0.294	289861	0.813	4NBCie54t8dzKQnVcZF8Lt	0.0403	7	0.332	-4.925	1	0.0677	79.988	4	https://api.spotify.com/v1/tracks/4NBCie54t8dzKQnVcZF8Lt	audio_features	spotify:track:4NBCie54t8dzKQnVcZF8Lt	0.369	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
20	0.0395	https://api.spotify.com/v1/audio-analysis/0076oEQq8IToGfnzU3bTHY	0.299	214973	0.921	0076oEQq8IToGfnzU3bTHY	0.737	4	0.589	-6.254	1	0.193	174.982	4	https://api.spotify.com/v1/tracks/0076oEQq8IToGfnzU3bTHY	audio_features	spotify:track:0076oEQq8IToGfnzU3bTHY	0.0532	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
21	0.000215	https://api.spotify.com/v1/audio-analysis/45mSKNv15I0EFtjqcMoojJ	0.299	193180	0.811	45mSKNv15I0EFtjqcMoojJ	0.428	9	0.167	-7.042	1	0.0479	164.692	4	https://api.spotify.com/v1/tracks/45mSKNv15I0EFtjqcMoojJ	audio_features	spotify:track:45mSKNv15I0EFtjqcMoojJ	0.346	"""Eclectic 🎉🎉🎉"" - Maryam"	43QuYFqJD86yV9Wj2toWVI	breakurjea
